Num,MolWt,ExactMolWt,HeavyAtomMolWt,NumValenceElectrons,NumRadicalElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,BalabanJ,BertzCT,Chi0,Chi1,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,EState_VSA11,FractionCSP3,HallKierAlpha,HeavyAtomCount,Kappa1,Kappa2,Kappa3,LabuteASA,MolLogP,MolMR,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,RingCount,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,TPSA,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,VSA_EState10,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,MP
849,182.02,180.953,177.988,44,0,1.33333,2.11111,2.77778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69101,380.929,10.1712,6.00211,5.91117,2.95559,2.09378,1.10279,0.674144,8.32518,4.16259,1.30079,0.706295,0.37677,0,34.2058,0,0,0,6.06922,0,15.9299,10.7449,0,0,0,-0.81,9,2.84927,2.65315,1.54669,67.6764,2.32078,38.857,0,1,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,5.26189,0,21.9724,18.1273,4.47272,17.1157,0,0,0,0,0,1,5.48303,5.26189,0,0,0,0,34.2058,0,6.06922,15.9299,0,0,0,11.3311,11.0465,28.6424,0,0,0,0,0,15.9299,23.79,29.3718,0,8.58365,-0.173264,0,0.541505,0,0,0,2.9263,8.58365,8.58365,0.0880093,-0.360463,39.5
850,138.21,138.104,124.098,56,0,1.6,2.4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21237,570.837,19.732,10.1874,4.90825,2.45412,1.82912,0.852062,0.565078,18.9082,9.45412,1.82912,0.852062,0.565078,56.1249,0,0,0,0,0,0,0,19.1906,4.79454,0,0.666667,-0.59,10,1.21445,2.22384,1.69308,81.7945,2.3218,41.779,0,1,1,0,1,0,0,0,1,0,1,3,0,0,0,0,4.79454,0,0,0,19.2769,24.6919,24.1928,1.37076,0,5.78325,0,0,0,1,23.9852,0,0,5.41499,33.3015,0,11.6252,0,0,5.78325,0,5.78325,4.79454,5.41499,52.4921,11.6252,0,0,0,0,0,0,17.07,105.567,12.1636,0,-5.61748,-1.98981,-1.57488,-7.70627,-11.3425,0,0,12.1636,12.1636,1.57488,-3.99468,-7.78
851,120.195,120.094,108.099,48,0,1.44444,2.33333,3.11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01036,585.536,16.8094,9.16944,4.5,2.5,1.75,1.1875,0.78125,16.5,8.5,1.75,1.1875,0.78125,55.115,0,0,0,0,0,0,0,16.4491,0,0,0.555556,-0.52,9,1.02833,1.72851,0.657747,73.1276,2.3846,39.041,0,0,2,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,6.53104,18.1562,30.4277,9.59531,6.85379,0,0,0,0,0,2,16.4491,0,0,17.6819,12.7458,0,24.6873,0,0,0,0,0,0,17.6819,29.195,24.6873,0,0,0,0,0,0,0,93.137,0,0,0,-9.20752,-3.37865,-6.34873,-1.28539,0,0,8.15995,8.15995,1.04196,-3.22488,-80
852,124.183,124.089,112.087,50,0,1.77778,2.55556,3.33333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81221,509.841,17.232,8.93739,4.40825,2.20412,1.32912,0.727062,0.363531,16.4082,8.20412,1.32912,0.727062,0.363531,49.752,0,0,0,0,0,0,0,16.4491,4.79454,0,0.625,-0.59,9,1.10853,2.80952,1.66587,72.6196,2.0758,37.232,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,4.79454,0,0,0,6.05207,37.9167,15.0783,1.37076,0,5.78325,0,0,0,1,21.2436,0,0,0,32.3436,0,11.6252,0,0,5.78325,0,5.78325,4.79454,0,48.7927,11.6252,0,0,0,0,0,0,17.07,88.5932,11.7961,0,-1.49294,-1.90208,-1.4919,-13.8548,-3.39762,0,0,11.7961,11.7961,1.4919,-3.5513,73
853,170.027,169.997,169.019,62,0,0.7,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74841,124.745,9.5,4.5,4.14575,1.82288,1.3095,0.497759,0.160714,5.14575,2.32288,1.3095,0.497759,0.160714,18.5003,0,0,0,0,0,0,0,1.37076,30.7329,0,1,-0.49,10,7.61515,2.27968,2.40243,52.0329,2.4491,17.006,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4.39042,26.3425,0,0,0,0,1.37076,0,0,0,6.14773,12.3526,0,32.1037,0,0,0,18.5003,0,0,0,0,0,0,18.5003,0,0,1.37076,0,0,0,0,30.7329,0,0,0,83.1146,0,0,0,0,0,-18.3646,0,0,0,11.5208,11.5208,5.3125,-6.24479,-127.1
854,196.253,196.1,184.157,74,0,0.8,1.2,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04017,839.233,20.79,12.4114,7.39443,3.92361,2.44861,1.57361,0.961803,19.3944,9.81803,2.44861,1.57361,0.961803,77.2628,5.82872,0,0,0,0,0,5.10141,16.5313,0,0,0,-2.09,15,2.72782,4.41947,2.04597,106.035,2.3977,62.7104,2,2,0,0,0,2,0,2,2,1,2,3,0,0,0,5.82872,0,0,5.10141,0,60.4242,0,11.1269,19.4193,0,2.82368,0,0,0,2,16.5313,0,0,10.9301,0,0,71.5511,0,0,5.71169,5.82872,5.71169,0,0,24.8345,65.5256,2.82368,0,0,0,0,0,38.38,92.5743,0,3.43207,-1.83142,-0.239302,-7.269,0,0,0,0,8.0024,8.0024,0.239302,-0.742212,96.5
855,172.183,172.052,164.119,64,0,1,1.61538,2.23077,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92798,728.964,16.2735,9.49679,6.3165,3.40825,2.40825,1.60722,1.01089,14.3165,7.40825,2.40825,1.60722,1.01089,65.3401,0,0,0,0,0,0,0,10.9661,9.58907,0,0.0909091,-1.7,13,2.90911,2.66012,1.10854,87.1235,2.0119,48.86,0,2,1,0,1,1,0,1,2,0,2,1,0,0,0,0,9.58907,0,0,0,24.1697,12.904,20.8123,6.85379,0,11.5665,0,0,0,2,20.5551,0,0,0,6.85189,0,46.9218,0,0,11.5665,0,11.5665,0,0,38.5339,35.7948,0,0,0,0,0,0,34.14,59.4834,24.2782,0,-2.35912,-2.42655,-4.04345,0,-3.0159,0,0,12.218,12.218,0.649074,-3.0159,107
856,72.151,72.0939,60.055,32,0,1,1.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73323,250.252,14.5,7,2.5,1,0.375,0.125,0.03125,14.5,7,0.375,0.125,0.03125,32.8226,0,0,0,0,0,0,0,16.4491,0,0,1,0,5,0.3125,4,4,51.0587,2.1965,25.199,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,32.8226,0,16.4491,0,0,0,0,0,0,0,16.4491,0,0,0,32.8226,0,0,0,0,0,0,0,0,0,49.2717,0,0,0,0,0,0,0,0,84.1562,0,0,0,0,0,-10.9521,-6.95417,0,0,7.23958,7.23958,3.47708,-3.69792,-76.11
857,118.18,118.111,104.068,50,0,1.625,2.625,3.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01461,393.185,18.3618,9.40874,3.80268,1.62494,0.776338,0.263349,0.103723,17.8027,8.37483,0.776338,0.263349,0.103723,43.452,0,0,0,0,0,0,5.10881,19.3743,0,0,1,-0.12,8,0.855543,5.02535,5.88,69.8134,-1.0845,33.6049,4,3,0,0,0,0,0,0,3,3,3,7,0,0,0,16.1383,0,0,0,0,0,6.85189,31.8274,7.45078,4.23553,0,1.4312,0,0,0,23.0519,1.4312,5.30981,5.71972,12.9319,19.4906,0,0,0,0,11.0295,32.1106,0,0,20.5595,0,4.23553,0,0,0,0,0,58.28,100.337,0,2.70647,-0.770697,0,0,-3.74994,-14.7731,0,0,7.48333,7.48333,0.770697,-3.84042,-50
858,120.195,120.094,108.099,48,0,1,1.55556,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6.16095,462.317,17.3284,9.12132,4.5,2,0.875,0.375,0.15625,16.5,8,0.875,0.375,0.15625,31.8646,0,0,0,24.6397,0,0,0,16.4491,0,0,0.555556,-0.88,9,1.126,7.12,7.12,74.5169,2.2033,40.751,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24.6397,6.37292,12.7458,26.4534,0,2.74152,0,0,0,0,0,16.4491,0,0,0,31.8646,0,0,0,24.6397,0,0,0,0,24.6397,48.3137,0,0,0,0,0,0,0,0,87.9165,0,0,0,2.99322,0,-14.6597,0,0,0,7.57847,7.57847,1.34569,-3.69375,-27.3
859,164.204,164.084,152.108,64,0,1.5,2.5,3.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85403,673.642,19.033,10.7519,5.8165,2.86237,1.76031,1.03535,0.574442,17.8165,8.77062,1.76031,1.03535,0.574442,61.1837,0,0,0,0,0,0,9.84567,16.5095,0,0,0.2,-1.44,12,1.89628,3.80966,1.78401,89.0557,2.1293,48.5598,1,2,0,0,0,1,0,1,2,1,2,5,0,0,0,9.84567,0,0,0,6.53104,12.0945,24.0212,2.74152,19.3748,0,11.499,0,1.4312,0,1,24.924,1.4312,0,0,6.37292,7.03795,36.2738,0,11.499,0,4.73686,13.578,6.37292,0,20.6418,30.7104,0,0,0,0,11.499,0,29.46,92.9726,0,4.05135,-0.935602,-1.83116,-4.0896,-3.00376,-1.21811,-3.11241,0,7.88812,7.88812,0.867449,-3.11241,-9.1
860,84.162,84.0939,72.066,36,0,1.5,2.16667,2.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58274,297.011,15.1547,7.60406,3,1.25,0.875,0.1875,0,15,7.25,0.875,0.1875,0,38.5538,0,0,0,0,0,0,0,16.4491,0,0,0.666667,-0.26,6,0.460212,1.45949,3.74,56.734,2.2185,29.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53104,26.6077,5.41499,12.3368,4.11228,0,0,0,0,0,0,16.4491,0,0,5.41499,20.5557,0,12.5831,0,0,0,0,0,0,5.41499,37.0048,12.5831,0,0,0,0,0,0,0,85.5809,0,0,-3.53588,0,-1.53935,0,-12.1723,0,0,7.3235,7.3235,1.44595,-3.57546,-115.2
861,118.179,118.078,108.099,46,0,1.33333,2,2.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75139,525.604,15.1188,8.52949,4.5,2.25,1.25,0.6875,0.375,14.5,7.25,1.25,0.6875,0.375,54.7316,0,0,0,0,0,0,0,13.7076,0,0,0.111111,-1.04,9,1.19542,3.07954,1.72605,69.8863,2.4151,40.343,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,6.53104,36.2642,11.9364,2.74152,10.9661,0,0,0,0,0,1,13.7076,0,0,0,6.37292,0,48.3587,0,0,0,0,0,6.37292,0,19.271,42.7952,0,0,0,0,0,0,0,73.9495,0,0,-0.735648,0,-4.71719,-2.79931,-1.11406,0,0,7.6625,7.6625,0.664786,-2.79931,-40
862,142.161,142.053,136.113,52,0,1.36364,2.27273,3.09091,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16946,681.567,12.9033,7.91279,5.39443,2.92082,1.93402,1.25312,0.769611,11.3944,5.86803,1.93402,1.25312,0.769611,18.2577,28.5512,4.977,0,0,6.06922,0,0,13.5275,0,0,0,-1.75,11,2.3842,2.1355,0.869666,72.5676,2.03958,43.0137,1,2,0,0,0,1,1,2,1,1,2,0,0,0,0,4.977,0,0,5.26189,0,0,24.1697,17.0758,18.4865,0,1.41184,0,0,0,2,8.26563,5.26189,4.977,0,0,0,35.906,0,6.06922,10.9029,0,4.977,0,11.3311,12.4172,30.3426,1.41184,10.9029,0,0,0,0,39.58,45.4358,0.538923,8.7202,-0.448519,0,0.0484684,-0.461584,0,0,0,8.81506,8.81506,0.0948611,-0.461584,107
863,199.209,199.063,190.137,74,0,1.06667,1.73333,2.33333,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79473,797.57,18.3424,11.128,7.26371,3.85546,2.46727,1.40134,0.812472,16.2637,8.26371,2.46727,1.40134,0.812472,71.3098,0,0,0,0,0,0,10.1012,12.3973,4.79454,0,0,-2.16,15,3.45045,3.91966,2.40346,99.8185,2.1598,58.4888,1,3,1,0,1,1,0,1,3,1,3,2,0,0,0,5.10881,4.79454,4.9924,0,0,0,48.378,0,22.3651,5.74951,5.78325,0,1.4312,0,2,20.8694,1.4312,0,4.9924,0,0,48.378,0,5.74951,17.1823,0,18.0349,4.79454,0,10.9661,53.3704,0,0,0,5.68739,5.74951,0,49.66,67.9871,15.2258,4.06197,-1.12945,-1.72234,-5.92304,0,0,0,0,11.5124,11.5124,0.550695,-1.10976,160
864,178.231,178.099,164.119,70,0,1.23077,2,2.69231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93216,756.043,21.533,11.8984,6.3165,3.0665,1.86237,1.13741,0.646306,20.3165,10.0665,1.86237,1.13741,0.646306,68.2217,0,0,0,0,0,0,9.47373,19.1906,0,0,0.272727,-1.44,13,1.97317,4.55257,2.24624,98.4632,2.4323,53.447,0,2,0,0,0,1,0,1,2,0,2,6,0,0,0,9.47373,0,0,0,6.53104,12.0945,24.0212,2.74152,30.525,0,11.499,0,0,0,1,28.6643,0,0,0,6.37292,14.0759,36.2738,0,11.499,0,9.47373,14.0759,6.37292,0,24.7541,30.7104,0,0,0,0,11.499,0,18.46,112.709,0,0,-1.03552,-2.20512,-4.57565,-3.10301,-1.27182,-6.43419,0,7.99229,7.99229,1.03552,-3.23784,-3.9
865,175.084,175.005,174.076,62,0,1,1.41667,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69101,380.929,10.1712,6.00211,5.45907,2.72954,1.86773,1.15569,0.620102,6.45907,3.22954,1.86773,1.15569,0.620102,34.8748,0,0,6.06922,0,0,0,0,6.63265,17.5617,0,0,-1.57,12,7.0993,2.81472,1.11498,66.256,2.11468,30.989,0,1,0,0,0,1,0,1,1,0,5,0,0,0,0,0,0,17.5617,5.26189,0,0,0,6.04242,1.37076,11.6327,23.2689,0,0,0,1,18.9324,5.26189,0,0,0,0,34.8748,0,6.06922,0,0,0,0,34.6,6.93421,6.04242,0,0,0,17.5617,0,0,23.79,56.7147,0,8.11448,-1.35556,-7.41324,-0.56037,0,0,0,0,12.5795,12.5795,0.959074,-1.86532,34
866,152.237,152.12,136.109,62,0,2,3,3.63636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2523,678.295,22.0165,11.6528,5.40825,2.70412,1.82912,1.02809,0.514047,21.4082,10.6124,1.82912,1.02809,0.514047,62.1529,0,0,0,0,0,0,5.10881,21.9926,0,0,0.6,-0.56,11,1.33083,3.22495,1.93337,90.9991,2.2797,47.3018,1,1,1,0,1,0,0,0,1,1,1,4,0,0,0,5.10881,0,0,0,0,18.1562,37.9167,15.0783,11.5631,0,0,1.4312,0,0,1,25.6702,1.4312,0,5.89396,32.5297,0,23.7293,0,0,0,0,12.62,0,5.89396,47.011,23.7293,0,0,0,0,0,0,20.23,122.458,0,3.92324,-3.2525,-3.82072,-1.64086,-11.2861,-8.71423,0,0,8.32412,8.32412,1.56548,-3.90613,97.78
867,162.032,161.99,162.032,58,0,0.6,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19232,142.903,8.41421,4.20711,4.26779,1.88389,1.24552,0.345973,0.141737,4.26779,1.88389,1.24552,0.345973,0.141737,12.3526,11.8409,0,0,0,0,0,0,0,26.3425,0,0.5,-0.86,10,9.14,2.40342,7.14,51.8265,2.1144,19.886,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,26.3425,0,0,0,11.8409,0,0,0,0,0,12.3526,0,26.3425,0,0,0,12.3526,0,0,0,11.8409,0,0,12.3526,0,11.8409,0,0,0,0,0,26.3425,0,0,0,65.4742,0,0,0,0.173611,0,-10.1478,0,0,0,10.9124,10.9124,0.0868056,-5.07389,-117.4
868,168.199,168.069,160.135,62,0,1.07692,1.84615,2.53846,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28486,808.936,16.058,9.73416,6.39443,3.44721,2.33541,1.59201,1.00816,14.3944,7.34164,2.33541,1.59201,1.00816,41.9419,22.0556,0,0,0,6.06922,0,0,16.3101,0,0,0,-2.01,13,2.74475,2.79704,1.10815,87.5664,2.29368,53.0754,2,2,0,0,0,2,0,2,2,1,2,1,0,0,0,5.71972,0,0,5.26189,0,24.1697,12.0848,16.4598,19.8572,0,2.82368,0,0,0,2,11.0482,5.26189,0,0,0,5.71972,41.818,0,6.06922,16.4598,5.71972,0,0,11.3311,13.788,36.2545,2.82368,10.7724,0,5.68739,0,0,49.81,61.1118,0,8.61179,-0.807116,0,-1.74985,0,0,0,0,9.13257,9.13257,0.018254,-0.602703,175.5
869,131.178,131.074,122.106,50,0,1.3,1.9,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.762,543.029,15.1712,8.48609,4.94721,2.47361,1.3618,0.743402,0.402951,13.9472,6.97361,1.3618,0.743402,0.402951,48.5214,0,0,6.06922,0,0,0,0,17.5987,0,0,0.222222,-1.29,10,1.65078,3.68181,1.90729,73.5635,2.14278,40.376,0,1,0,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,5.26189,0,30.2121,11.9364,11.856,12.923,0,0,0,0,0,1,12.3368,5.26189,0,0,12.7458,0,35.7755,0,6.06922,0,0,0,6.37292,11.3311,24.2732,30.2121,0,0,0,0,0,0,23.79,67.1025,0,8.64772,-0.856435,0,-2.83447,-6.05929,0,0,0,8.64772,8.64772,0.701788,-3.03252,-1
870,96.173,96.0939,84.077,40,0,1.14286,2,2.71429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54881,385.017,15.9142,7.95711,3.5,1.5,0.625,0.25,0.09375,15.5,7.5,0.625,0.25,0.09375,32.8226,0,0,0,11.8409,0,0,0,16.4491,0,0,0.714286,-0.44,7,0.657664,5.56,5.56,62.7878,2.1999,32.975,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11.8409,13.7038,6.37292,29.195,0,0,0,0,0,0,0,16.4491,0,0,0,32.8226,0,0,0,11.8409,0,0,0,0,11.8409,49.2717,0,0,0,0,0,0,0,0,84.4353,0,0,0,2.93924,0,-9.65293,-6.47157,0,0,7.27674,7.27674,1.46597,-3.36327,-130.5
