Num,MolWt,ExactMolWt,HeavyAtomMolWt,NumValenceElectrons,NumRadicalElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,BalabanJ,BertzCT,Chi0,Chi1,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,EState_VSA11,FractionCSP3,HallKierAlpha,HeavyAtomCount,Kappa1,Kappa2,Kappa3,LabuteASA,MolLogP,MolMR,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,RingCount,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,TPSA,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,VSA_EState10,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,MP
22,306.297,306.084,291.177,108,0,0.363636,0.5,0.681818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18E-07,857.72,28.3923,16.3923,11.9568,5.11237,2.86237,1.43119,0.715593,25.8021,12.6124,2.86237,1.43119,0.715593,107.885,17.3611,0,0,0,0,0,0,20.5614,15.3196,0,0,-2.40753,22,6.00177,12.342,10.3883,161.888,1.8998,83.418,0,3,0,0,0,3,0,3,3,0,4,0,0,0,0,15.3196,0,0,0,17.2485,90.6363,0,0,20.5614,0,0,0,0,17.3611,3,35.881,0,0,0,0,0,90.6363,0,17.2485,17.3611,15.3196,17.3611,0,0,20.5614,90.6363,0,0,0,0,17.2485,0,69.18,105.464,0,32.5922,0,-2.87222,-9.18444,0,0,0,0,10.8641,10.8641,0,-0.957407,156
23,230.039,229.978,229.031,76,0,1.07143,1.42857,1.64286,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.227,11.7321,5.97607,8.58428,2.54214,1.77877,0.74199,0.244851,7.58428,3.04214,1.77877,0.74199,0.244851,29.9471,29.5573,0,0,0,0,0,0,1.37076,36.2436,0,0.4,-0.21,14,13.79,5.03552,5.50545,97.2768,-2.0717,25.2,0,2,0,0,0,0,0,0,2,0,9,1,0,0,0,5.10653,4.79454,0,26.3425,0,0,11.8112,0,1.37076,0,0,0,5.78325,41.9099,0,67.1716,0,0,0,12.3526,0,11.8112,0,0,5.78325,34.6638,18.1358,4.79454,0,1.37076,11.8112,0,0,0,26.3425,0,0,40.13,74.7017,9.98232,9.98232,0,-6.22255,-2.63426,-11.3095,0,0,0,11.4381,11.4381,0,-5.65477,230
24,279.065,277.917,272.009,70,0,1.33333,1.83333,2.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24E-06,581.093,14.4641,7.88675,7.73325,3.86237,2.97474,1.55619,0.778093,12.4345,5.95412,1.65825,0.852062,0.426031,51.5986,22.3803,0,0,0,0,0,0,9.59531,12.9705,0,0.142857,-0.12974,12,4.39216,4.20464,3.08342,96.8932,0.89662,39.1422,0,3,0,0,0,1,0,1,3,0,5,2,0,0,0,4.55275,0,8.4178,0,0,17.6483,18.9367,4.11228,10.3785,10.1181,0,0,0,22.3803,1,44.9461,0,0,0,11.7474,0,29.7331,0,0,10.1181,0,12.9705,32.4984,6.85189,15.1588,29.0652,0,0,0,0,0,0,57.2,83.0203,-1.34213,0,-0.91213,0,-4.43972,0,-2.93954,-5.22009,0,10.8371,10.8371,0,-5.22009,264
25,599.973,602.108,557.637,160,0,0.592593,0.925926,1.18519,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3431,1654.64,57.276,28.9628,18.7494,16.5019,19.1634,22.4503,21.4777,55.0412,27.133,3.61426,1.91856,1.2259,159.999,0,0,0,0,0,0,6.14819,58.9832,9.58907,0,0.9,0.497403,27,4.11481,15.3523,11.9377,235.778,6.214,114.985,0,5,0,0,0,0,0,0,5,0,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.72,0,74.7204,0,0,0,109.65,0,0,0,0,50.349,0,50.349,17.1486,0,149.667,0,17.5554,0,0,0,0,0,61.83,334.241,27.3671,0,0,-6.90433,0,-43.3501,-28.6226,0,-21.5779,13.6835,13.6835,3.45217,-10.7889,56
26,401.333,401.198,371.093,100,0,0.4375,0.5625,0.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08E-07,538.933,38.5355,18.5355,10.8967,2.23607,0.559017,0,0,37.6833,17.2361,0.559017,0,0,69.7583,22.3803,0,0,0,0,0,26.5839,41.1228,0,0,1,0.54026,16,2.43045,107.039,9133.16,161.579,3.096,76.035,0,5,0,0,0,0,0,0,0,0,6,10,0,0,0,26.5839,0,0,69.7583,0,0,41.1228,0,0,0,0,0,0,22.3803,0,63.503,0,0,0,0,69.7583,26.5839,0,0,0,0,69.7583,22.3803,0,41.1228,0,0,26.5839,0,0,0,0,70.5,191.823,0,12.7083,0,0,0,0,-27.0312,0,0,6.3941,6.3941,0,-2.70312,100
27,416.511,415.917,398.367,113,3,0.684211,0.842105,0.842105,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.18E-07,611.123,30.4641,15.1962,14.6478,5.6867,4.8994,1.64317,0,26.6447,12.2372,1.80395,0.547723,0,54.8166,31.7684,0,0,0,0,0,74.54,24.6737,0,0,0.666667,0.849481,19,6.15522,16.9025,32.4117,185.377,1.1369,100.95,0,3,0,0,0,0,0,0,6,0,10,6,0,0,0,89.2397,0,0,0,0,12.9616,0,66.5286,0,0,0,0,0,17.0687,0,41.7423,0,14.6997,0,0,41.855,0,0,0,87.5016,0,69.5163,54.955,0,24.6737,0,0,0,0,0,0,36.6536,9.72,121.042,0.263889,0,0,0,0,0,-16.809,0,26.0036,6.82021,6.82021,0,-2.8015,180
28,65.985,66.0293,62.961,24,0,2.2,2.4,2.4,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.7744,6.07735,2.94338,2.8165,0.658248,0.287457,0,0,5.8165,2.15825,0.287457,0,0,12.8212,18.8606,0,0,0,0,0,0,4.11228,9.90106,0,0.5,0.0674026,5,2.27727,4.0674,3826.61,46.5724,-4.2398,10.681,0,2,0,0,0,0,0,0,2,0,3,1,0,0,0,9.90106,0,0,0,0,0,6.85189,10.0816,0,0,0,0,0,18.8606,0,32.8739,0,0,0,6.85189,0,0,0,0,5.96931,23.9671,5.96931,4.79454,0,10.9642,0,0,0,0,0,0,0,40.13,18.1736,9.34722,9.34722,0,-2.00694,0,0,-2.94444,0,0,9.34722,9.34722,0,-2.94444,283
29,266.17,266.055,245.002,78,0,0.615385,0.769231,0.769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.96E-07,466.332,28.5,13.5,9.1404,2.11237,0.987372,0,0,27.3021,12.6124,0.987372,0,0,59.3514,32.7092,0,0,0,0,0,0,28.7859,15.3196,0,1,0.983896,13,2.45565,18.7069,1618.15,136.941,-0.7372,45.408,0,3,0,0,0,0,0,0,3,0,4,6,0,0,0,15.3196,0,0,0,18.2401,41.1114,0,28.7859,0,0,0,0,0,32.7092,0,76.8147,0,0,0,59.3514,0,0,0,0,0,15.3196,18.2401,32.7092,0,69.8973,0,0,0,0,0,0,0,69.18,135.99,0,32.0625,0,0,0,-10.875,-19.9271,0,0,10.6875,10.6875,0,-3.625,160
30,354.798,356.147,330.606,80,0,0.538462,0.692308,0.692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.22E-07,415.478,30.8284,14.8284,9.88153,1.78885,0.447214,0,0,30.2889,13.7889,0.447214,0,0,55.8066,25.8433,0,0,0,0,0,21.2672,32.8982,0,0,1,0.71013,13,2.07003,78.5611,2891.11,137.138,2.4763,60.828,0,4,0,0,0,0,0,0,0,0,5,8,0,0,0,21.2672,0,0,55.8066,0,0,32.8982,0,0,0,0,0,0,25.8433,0,58.7415,0,0,0,0,55.8066,21.2672,0,0,0,0,55.8066,25.8433,0,32.8982,0,0,21.2672,0,0,0,0,56.4,153.458,0,10.1667,0,0,0,0,-21.625,0,0,6.3941,6.3941,0,-2.70312,26
31,70.132,69.9821,67.108,14,0,2.33333,2.33333,2.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2647,4.5,2,5.03135,0.204124,0,0,0,4.90825,1.70412,0,0,0,7.03795,51.3845,0,0,0,0,0,0,9.2188,0,0,1,1.59636,3,1.89815,9.5133,3.59636,66.671,-4.0195,5.924,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,5.10653,0,0,7.03795,0,0,0,4.11228,0,0,0,0,0,51.3845,0,60.6033,0,0,0,0,7.03795,0,0,0,0,56.4911,7.03795,0,0,4.11228,0,0,0,0,0,0,0,23.06,17.1458,0,9.10417,0,0,0,0,0,-3,0,9.10417,9.10417,0,-3,-20
32,320.546,320.238,284.258,128,0,0.47619,0.714286,0.904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52961,1129.09,47.3284,23.8284,11.133,6.26599,4.63299,2.52062,1.73737,46.133,22.633,2.8165,1.11237,0.579124,113.675,0,0,0,0,0,0,17.704,49.3473,0,0,1,0.0568831,21,2.69565,10.7281,11.2998,183.121,4.1124,88.914,0,4,0,0,0,0,0,0,4,0,5,20,0,0,0,17.704,0,0,0,0,54.8151,23.5758,64.6172,10.9661,0,0,0,0,9.04796,0,67.0513,0,0,23.5758,54.8151,26.2359,0,0,0,9.04796,0,35.2839,17.704,23.5758,104.162,0,0,0,0,0,0,0,36.92,301.077,0,0,0,-19.8976,0,0,-58.0985,-8.38673,0,8.38673,8.33233,4.53891,-8.38673,30
33,292.082,292.053,270.914,78,0,0.615385,0.769231,0.769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.96E-07,466.332,28.5,13.5,9.59773,2.11237,0.987372,0,0,27.3021,12.6124,0.987372,0,0,59.3514,25.8433,0,0,0,0,0,0,28.7859,15.3196,0,1,0.75013,13,2.36397,18.5174,2618.6,130.466,-1.1155,51.162,0,3,0,0,0,0,0,0,3,0,4,6,0,0,0,15.3196,0,0,0,18.2401,41.1114,0,28.7859,0,0,0,0,0,25.8433,0,44.1055,0,0,0,59.3514,0,0,0,0,25.8433,15.3196,44.0834,0,0,69.8973,0,0,0,0,0,0,0,69.18,135.99,0,32.0625,0,0,0,-10.875,-19.9271,0,0,10.6875,10.6875,0,-3.625,145
34,626.634,626.14,588.33,200,0,0.756757,1.24324,1.7027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81092,2744.58,59.4088,32.7614,21.1621,15.585,15.4909,9.21992,7.77791,55.9122,28.3707,6.72961,4.28134,2.9679,208.927,0,0,0,0,0,0,0,69.354,6.85379,0,0.354839,-1.99662,37,7.00629,11.0086,5.87346,285.854,8.05032,160.083,0,3,0,1,1,3,0,3,3,0,6,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,285.135,4,68.7165,0,0,0,60.8952,22.7935,87.2835,0,5.74951,39.6966,14.5367,28.0135,11.8909,41.1114,104.737,48.3393,0,0,0,11.3748,5.74951,19.3821,15.71,325.247,-1.08362,0,-16.6531,-1.81194,-13.4819,-4.30679,-41.6579,14.388,-7.26375,9.61416,9.61416,0.541808,-7.26375,216
35,267.175,266.047,251.047,91,1,1,1.375,1.5625,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.87E-07,652.682,26.8783,14.0281,8.88515,3.56927,1.5665,0.454124,0.206229,23.4885,10.8156,1.5665,0.454124,0.206229,62.5965,0,0,17.3689,0,0,0,10.2176,25.7271,9.58907,0,0.4,-1.19558,16,3.64922,13.8044,38.536,126.715,1.9531,54.8201,2,5,0,0,0,0,0,0,5,2,6,8,0,0,0,10.2176,9.58907,0,0,0,0,27.4076,28.5532,14.2598,0,11.5665,0,2.8624,21.043,0,60.0403,2.8624,0,0,27.4076,0,23.6225,0,0,11.5665,0,21.7841,30.6321,0,46.5982,23.6225,0,2.8624,0,0,0,0,91.67,115.724,21.9807,7.20324,0,-5.825,-2.65741,0,-12.2384,0,1.0625,10.9904,10.9904,1.0625,-3.11894,235
36,725.877,726.378,665.397,242,0,0.4,0.575,0.7,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.88E-07,2399.99,82.3175,42.0422,20.9316,8.72474,6.84974,2.72474,0.871843,79.2168,38.4495,6.84974,2.72474,0.871843,208.607,46.9235,0,0,0,0,0,15.3264,82.4268,14.3836,0,0.727273,-0.850519,40,6.29347,16.6995,21.8375,368.526,9.2688,163.886,3,6,0,0,0,0,0,0,6,3,7,6,0,0,0,15.3264,14.3836,0,0,0,123.334,0,171.591,4.11228,17.2775,17.3497,0,4.2936,0,0,154.767,4.2936,0,32.4899,123.334,0,35.4337,0,0,17.3497,0,32.6762,14.3836,79.4134,201.467,35.4337,0,4.2936,0,0,0,0,111.9,449.58,39.28,11.4052,-26.2402,-14.7875,-6.96736,0,-75.7705,0,0,13.0933,13.0933,0,-4.43271,165
37,362.545,361.048,347.425,87,0,0.5625,0.75,0.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29E-07,683.669,23.6603,13.6603,9.64087,3.75,1.875,0.9375,0.46875,22.7887,11.25,1.875,0.9375,0.46875,0,127.942,0,0,0,0,0,0,20.5614,0,0,0,-0.703247,16,3.6428,12.3667,9.83675,148.309,4.2165,66.105,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0,36.2545,54.3818,0,0,12.3368,8.22455,0,0,0,0,0,37.3053,3,57.8667,0,0,0,0,0,90.6363,0,0,0,0,0,0,37.3053,20.5614,90.6363,0,0,0,0,0,0,0,104.861,0,0,0,0,-4.86111,0,0,0,0,6.99074,6.99074,0,-0.324074,287
38,710.053,709.87,707.029,228,0,0.375,0.5,0.575,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.62E-07,969.524,35.1962,17.9282,20.1685,7.62643,5.3363,2.22597,0.734553,20.3302,9.12642,5.3363,2.22597,0.734553,89.8412,32.7092,0,0,0,0,0,0,4.11228,108.731,0,0.4,-2.5261,40,37.4739,15.4676,20.3876,235.237,2.7704,75.6,0,6,0,0,0,0,0,0,6,0,25,3,0,0,0,15.3196,14.3836,0,79.0275,0,0,35.4337,0,4.11228,0,0,0,17.3497,69.767,0,145.552,0,0,0,37.0578,0,35.4337,0,0,17.3497,15.3196,54.4075,47.0928,0,4.11228,35.4337,0,0,0,79.0275,0,0,120.39,224.105,29.9469,29.9469,0,-18.6676,-7.90278,-33.9286,0,0,0,11.4381,11.4381,0,-5.65477,166
39,438.336,438.087,423.216,156,0,0.419355,0.580645,0.741935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53E-07,1461.37,35.2457,20.7384,15.8648,6.86627,3.98458,2.25675,1.13961,29.7101,14.3663,3.98458,2.25675,1.13961,122.28,17.3611,0,0,0,0,15.8327,0,20.5614,31.2435,0,0,-4.20753,31,10.7112,15.685,10.2226,207.965,4.9544,112.327,0,12,0,0,0,3,0,3,9,0,13,3,0,0,0,31.2435,0,0,0,0,68.9638,15.8327,36.2545,20.5614,0,0,17.0622,0,17.3611,3,35.1434,0,0,15.8327,0,0,121.88,0,0,34.4232,0,31.9431,0,31.2435,20.5614,106.469,0,0,0,17.0622,0,0,184.47,108.284,-1.62444,68.2118,-2.34444,0,-10.5271,0,0,0,0,10.8404,10.8404,0,-0.781482,167
40,794.838,796.043,774.678,236,4,0.317073,0.439024,0.512195,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.27E-07,1303.45,50.6188,25.2376,21.8942,7.90078,5.12403,1.93811,0.695931,38.3016,17.9008,5.12403,1.93811,0.695931,123.87,25.8433,0,0,0,0,0,0,27.4152,91.0413,0,0.6,-2.60987,41,18.8283,20.2976,33.4971,268.977,4.3851,105.44,0,8,0,0,0,0,0,0,8,0,21,12,0,0,0,0,38.3563,0,52.685,0,0,27.4076,53.2585,25.4917,23.133,0,23.133,0,24.7052,0,144.3,0,0,0,77.6045,0,0,0,0,46.266,0,70.9712,64.1996,0,80.3144,0,0,0,0,52.685,0,0,136.56,270.496,84.4789,0,0,-21.5798,0,-38.6908,-14.3714,0,0,11.7679,11.7679,0,-5.59285,128
41,260.202,259.976,255.162,82,0,0.941176,1.47059,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42E-06,861.194,16.2735,9.49679,11.266,5.27062,4.13299,2.6311,1.79729,13.4495,6.36237,2.8165,1.82491,1.1765,67.9384,29.5573,0,0,0,0,0,0,6.85379,22.5596,0,0,-0.79,17,8.33605,4.8325,2.55831,126.586,-2.6579,53.4537,0,5,1,0,1,1,0,1,5,0,7,1,0,0,0,4.55275,9.58907,8.4178,0,0,24.1697,0,17.179,11.7589,10.1181,0,11.5665,0,29.5573,2,58.9707,0,0,0,0,0,41.3486,0,0,26.5898,29.5573,24.537,14.9127,0,22.7752,30.2217,0,4.90514,0,0,0,0,91.34,70.9587,21.9331,0,-1.83146,-3.05893,-5.02557,0,0,-5.3925,0,11.7876,11.7876,0,-5.3925,289
42,302.176,301.848,297.136,54,0,0.9,1.3,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68074,387.204,11.9641,6.67543,9.75578,14.5866,21.0691,6.91832,3.45916,9.63389,4.81695,1.49776,0.783473,0.391737,45.209,3.57937,0,0,0,0,0,0,33.6173,0,0,0,0.888701,10,4.21772,3.52454,2.49537,82.1388,2.5489,49.389,0,0,0,0,0,1,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.4057,1,6.85379,0,0,0,0,0,30.2121,0,0,45.3398,3.57937,14.997,0,0,6.85379,30.2121,0,0,0,0,0,26.7635,0,36.98,0,0,0,0,-2.21672,0,0,17.2151,-4.23506,7.51762,7.51762,0.124722,-4.23506,-31
43,211.616,210.93,207.584,67,0,1.27273,1.54545,1.63636,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.516,11.5689,6.25807,5.69265,1.97474,1.23316,0.57702,0.185395,8.751,3.79124,1.23316,0.57702,0.185395,24.0986,17.0687,0,0,0,0,0,10.2176,5.60392,19.8021,0,0.5,-0.620519,11,5.95838,5.0859,3.94444,77.7229,-4.7945,22.0276,2,6,0,0,0,0,0,0,6,2,7,5,0,0,0,30.0197,0,0,0,0,0,0,0,14.6801,12.16,0,2.8624,0,17.0687,0,49.8299,2.8624,0,0,12.16,0,0,0,0,11.9386,10.2131,37.1787,26.6578,0,2.74152,0,0,0,0,0,0,0,120.72,25.8798,20.4885,26.9242,0,-5.02972,0,-7.4294,0,0,0,10.2442,10.2442,0,-3.7147,275
